Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\liuwei\20230223\2023022-LW-S1.mzML	D:\liuwei\20230223\2023022-LW-S2.mzML	D:\liuwei\20230223\2023022-LW-S3.mzML	D:\liuwei\20230223\2023022-LW-SP1.mzML	D:\liuwei\20230223\2023022-LW-SP2.mzML	D:\liuwei\20230223\2023022-LW-SP3.mzML
Q6MZQ0	Q6MZQ0	PRR5L_HUMAN	PRR5L	Proline-rich protein 5-like	10523.6	15269.4	17782.2			
Q6NS38	Q6NS38	ALKB2_HUMAN	ALKBH2	DNA oxidative demethylase ALKBH2	212724	241626	224780	299340	316956	273683
Q6NSJ5	Q6NSJ5	LRC8E_HUMAN	LRRC8E	Volume-regulated anion channel subunit LRRC8E	132785	145402	129929	148726	133762	146399
Q6NT76	P20823;Q6NT76;P35680	HMBX1_HUMAN	HMBOX1	Homeobox-containing protein 1	32367.2	37750	55979	47954.4	67832.2	43303.4
Q6NTF9	Q6NTF9	RHBD2_HUMAN	RHBDD2	Rhomboid domain-containing protein 2	79875.7	182344	87885.6	66424.3	121250	111991
Q6NUK1	Q6NUK1	SCMC1_HUMAN	SLC25A24	Calcium-binding mitochondrial carrier protein SCaMC-1	110166	96229.6	103305	92023.4	97946.1	96777.4
Q6NUM9	Q6NUM9	RETST_HUMAN	RETSAT	All-trans-retinol 13,14-reductase	21265.7		19784.3	14285.7	21033.8	
Q6NUQ4	Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214			17649.8	7763.74		
Q6NVU6	Q6NVU6	UFSP1_HUMAN	UFSP1	Inactive Ufm1-specific protease 1	47282.6	69360.8	45936.1	80951.1	74849.6	57813
Q6NVV7	Q6NVV7	CDPF1_HUMAN	CDPF1	Cysteine-rich DPF motif domain-containing protein 1	69081.9	63053.7	76390.6	73408.3	79687.9	73821.6
Q6NWY9	Q6NWY9	PR40B_HUMAN	PRPF40B	Pre-mRNA-processing factor 40 homolog B	52109.4	45168.8	64308.9	53176.4	59021.4	68643.8
Q6NXE6	Q6NXE6	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6	358051	332450	336576	344149	379792	374149
Q6NXR4	Q6NXR4	TTI2_HUMAN	TTI2	TELO2-interacting protein 2	21518.6	31763.6	25778.6	34074.1	24260.2	19055.3
Q6NXT4	Q6NXT4	ZNT6_HUMAN	SLC30A6	Zinc transporter 6	105459	126163	123283	75885.4	87822.6	80278.1
Q6NYC1	Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	34566.5	62262	99735.8	29912.4	31087.3	
Q6NYC8	Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	34746.9	42881.6	42731	38666.2	47812.6	66747.6
Q6NZ67	Q6P582;Q6NZ67	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	34395.6	72167.7	64861.2	32031.5	41505.3	41936.8
Q6NZI2	Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	215330	279929	212093	178508	196333	213560
Q6NZY4	Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	996626	975547	985174	1.2452e+06	1.18427e+06	1.20441e+06
Q6P0Q8	Q6P0Q8;Q9Y2H9	MAST2_HUMAN	MAST2	Microtubule-associated serine/threonine-protein kinase 2	94304.9	33016	45981.1	43823.4	73599.3	28768.1
Q6P1A2	Q6P1A2	MBOA5_HUMAN	LPCAT3	Lysophospholipid acyltransferase 5	44045.7	13297.3	28499.4	20405	32223.7	34996
Q6P1J9	Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	178401	173088	177464	113413	105445	118294
Q6P1L5	Q6P1L5	F117B_HUMAN	FAM117B	Protein FAM117B	183206	159650	151941	230825	265068	206438
Q6P1M0	Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	73346	38537.7	73473.8	46517.2	56940	52863.9
Q6P1M3	Q6P1M3	L2GL2_HUMAN	LLGL2	LLGL scribble cell polarity complex component 2	247499	225079	232049	246920	260770	247754
Q6P1Q9	Q96IZ6;Q6P1Q9	MET2B_HUMAN	METTL2B	tRNA N(3)-methylcytidine methyltransferase METTL2B	21750.7	15484.6	14897.8	18782.4	27544.4	23780.1
Q6P1R3	Q6P1R3	MSD2_HUMAN	MSANTD2	Myb/SANT-like DNA-binding domain-containing protein 2	45402.2	55407.3	51600.2	46629.9	52905.6	57357.8
Q6P1X5	Q6P1X5	TAF2_HUMAN	TAF2	Transcription initiation factor TFIID subunit 2	414375	474234	448363	460817	458328	525738
Q6P1X6	Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	29943.4	55599.6	42393.7	32982.2	51720.2	52411.6
Q6P2C8	Q6P2C8	MED27_HUMAN	MED27	Mediator of RNA polymerase II transcription subunit 27	53690.7	55733.9	75978.2	53693.2	50084.7	67656.9
Q6P2E9	Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	474006	483967	439115	310324	329388	323508
Q6P2H3	Q6P2H3	CEP85_HUMAN	CEP85	Centrosomal protein of 85 kDa	107165	85052.4	103658	56941.1	87053.6	81667.5
Q6P2P2	Q6P2P2	ANM9_HUMAN	PRMT9	Protein arginine N-methyltransferase 9			8814.69		25164.5	10761.7
Q6P2Q9	Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	729727	758941	739117	487139	510353	513801
Q6P3X3	Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	56005.1	55819	76720.3	55047.2	49817.9	54300.2
Q6P4A7	Q6P4A7	SFXN4_HUMAN	SFXN4	Sideroflexin-4	20988.4		27868.3			30832
Q6P4E1	Q6P4E1	CASC4_HUMAN	CASC4	Protein CASC4				23879.1		
Q6P4Q7	Q6P4Q7	CNNM4_HUMAN	CNNM4	Metal transporter CNNM4	47324.2	40849.9	37454.7	28974.1	35815	21134.7
Q6P4R8	Q6P4R8	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein	104794	101181	101463	100817	102819	103978
Q6P6B7	Q6P6B7	ANR16_HUMAN	ANKRD16	Ankyrin repeat domain-containing protein 16	141979	128046	144199	189902	165550	161048
Q6P6C2	Q6P6C2	ALKB5_HUMAN	ALKBH5	RNA demethylase ALKBH5	46971.5	46109.5	58878.9	81235.2	27462.7	59425
Q6P996	Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	160411	164370	169329	139251	100908	129196
Q6P9B6	Q6P9B6	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	36658.2	42321.8	51829.4	48525.2	45413.8	46194.5
Q6P9B9	Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	168341	192476	184278	158986	170033	175529
Q6PCB5	Q6PCB5	RSBNL_HUMAN	RSBN1L	Lysine-specific demethylase RSBN1L	156418	158104	147727	169934	164855	161544
Q6PD62	Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	152527	146752	164283	73639.9	72897.2	83408.1
Q6PGP7	Q6PGP7	TTC37_HUMAN	TTC37	Tetratricopeptide repeat protein 37	149188	141929	147666	99898	126985	130675
Q6PH81	Q6PH81	CP087_HUMAN	C16orf87	UPF0547 protein C16orf87	56949.7	56393.9	56300.9	46115.6	60076.2	62291.4
Q6PI48	Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	235434	219321	219163	236530	215232	203979
Q6PI78	Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65	11348.1	43948.9	14745.5	15981.9	21506.9	21249.6
Q6PI98	Q6PI98	IN80C_HUMAN	INO80C	INO80 complex subunit C	101676	89310	142328	103799	103465	92764.1
Q6PID6	Q6PID6	TTC33_HUMAN	TTC33	Tetratricopeptide repeat protein 33	12598	7410.29				17680.1
Q6PIJ6	Q6PIJ6	FBX38_HUMAN	FBXO38	F-box only protein 38	99724.9	67581.5	62085.4	84047.4	59399.8	61792.8
Q6PJ69	Q6PJ69	TRI65_HUMAN	TRIM65	Tripartite motif-containing protein 65	105480	93892.1	84985.5	79174.2	96026.1	100828
Q6PJG2	Q6PJG2	MDEAS_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein	170217	156707	167895	122830	112210	119853
Q6PJG6	Q6PJG6	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1	49644.1	44038.9	40075.2	30415.2	26195.8	39324.4
Q6PJI9	Q6PJI9	WDR59_HUMAN	WDR59	GATOR complex protein WDR59	73171	81361.1	67089.4	61575.8	58509.6	67585.7
Q6PKG0	Q6PKG0;Q659C4	LARP1_HUMAN	LARP1	La-related protein 1	469798	501112	464850	523618	537617	492487
Q6Q6R5	Q6Q6R5	CRIP3_HUMAN	CRIP3	Cysteine-rich protein 3	89168.1		87245.2		63663.3	121439
Q6R327	Q6R327	RICTR_HUMAN	RICTOR	Rapamycin-insensitive companion of mTOR	216372	243486	236464	178348	167513	174295
Q6SJ93	Q6SJ93	F111B_HUMAN	FAM111B	Protein FAM111B		40709.2	70030.9		26979.6	28256.2
Q6SPF0	Q6SPF0	SAMD1_HUMAN	SAMD1	Atherin	117097	113451	136172	90355	79005.3	82901.7
Q6STE5	Q6STE5	SMRD3_HUMAN	SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	125304	119551	141040	155142	142671	163502
Q6T4R5	Q6T4R5	NHS_HUMAN	NHS	Nance-Horan syndrome protein	113211	113135	113338	110135	113591	115967
Q6UB28	Q6UB28	MAP12_HUMAN	METAP1D	Methionine aminopeptidase 1D, mitochondrial	23080.4			21119.7		16203
Q6UB35	Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	99105.8	119379	109869	116816	114415	121406
Q6UB99	Q6UB99	ANR11_HUMAN	ANKRD11	Ankyrin repeat domain-containing protein 11	54027.4	36798.6	28974	33082.3	35518.9	42238.7
Q6ULP2	Q6ULP2	AFTIN_HUMAN	AFTPH	Aftiphilin	20399.6	15509.9	29606.1	14341.5	21222.5	
Q6UN15	Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	1.33938e+06	1.46934e+06	1.55959e+06	1.15051e+06	1.09707e+06	1.13764e+06
Q6UUV7	Q6UUV7	CRTC3_HUMAN	CRTC3	CREB-regulated transcription coactivator 3	91979.4	91321.6	80511.9	59399.1	64861.1	73917.7
Q6UVK1	Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	105998	102717	102218	95989.1	94956.5	102001
Q6UW63	Q6UW63	PLGT2_HUMAN	POGLUT2	Protein O-glucosyltransferase 2	42652	35724.2	43802.2	33048.4	21651.9	34337
Q6UW78	Q6UW78	UQCC3_HUMAN	UQCC3	Ubiquinol-cytochrome-c reductase complex assembly factor 3	46913.4	31959.1	45522.4	37361.9	39866.3	24186.7
Q6UWE0	Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1						25796.4
Q6UWP7	Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	105060	101683	111081	66441.4	102668	84375.5
Q6UXH1	Q6UXH1	CREL2_HUMAN	CRELD2	Protein disulfide isomerase CRELD2		47620.2	61869.1		19896.3	33758.7
Q6UXI9	Q6UXI9	NPNT_HUMAN	NPNT	Nephronectin	50805.3	80321	38394.3	48091.5	64826.8	48162.6
Q6UXN9	Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	592318	574930	507531	623880	658845	682238
Q6UXV4	Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	66731.9		14613.3	20304.9	15147.5	
Q6VMQ6	Q6VMQ6	MCAF1_HUMAN	ATF7IP	Activating transcription factor 7-interacting protein 1	13151.9	13675.6	24389.7	12541	24721.3	25158.5
Q6VN20	Q6VN20	RBP10_HUMAN	RANBP10	Ran-binding protein 10	215686	216513	234927	226324	197804	226082
Q6VY07	Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	60277.5	58890.1	35726.8	30235.1	45017.3	96459.6
Q6W2J9	Q6W2J9	BCOR_HUMAN	BCOR	BCL-6 corepressor	62173.8	66363.3	76975.1	65129.1	51171.3	64327.1
Q6WCQ1	Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	36263.5	34283.3	45617.2	29345.6	29851.1	31665.4
Q6XQN6	Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	87142.4	100239	92422.7	101587	111384	105547
Q6XUX3	Q6XUX3	DUSTY_HUMAN	DSTYK	Dual serine/threonine and tyrosine protein kinase	8703.71			11166.7		10908
Q6XZF7	Q6XZF7	DNMBP_HUMAN	DNMBP	Dynamin-binding protein	107698	109038	117521	84452.7	80684.8	77975.7
Q6Y1H2	Q6Y1H2	HACD2_HUMAN	HACD2	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2	142009	132191	166612	119464		152832
Q6Y2X3	Q6Y2X3	DJC14_HUMAN	DNAJC14	DnaJ homolog subfamily C member 14	42545	56241.2	40811.2	36524.3	40673.3	51821.1
Q6YHU6	Q6YHU6	THADA_HUMAN	THADA	Thyroid adenoma-associated protein	11438.1	15458.6	19749.4		6999.43	
Q6YN16	Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	134563	131424	146894	175177	176674	195368
Q6ZMN7	Q6ZMN7	PZRN4_HUMAN	PDZRN4	PDZ domain-containing RING finger protein 4	431465	303891	311102	413758	355355	313497
Q6ZMZ3	Q6ZMZ3	SYNE3_HUMAN	SYNE3	Nesprin-3				45074.9	39071.5	30401
Q6ZN18	Q6ZN18	AEBP2_HUMAN	AEBP2	Zinc finger protein AEBP2	102631	104644	107763	109883	114131	115620
Q6ZNJ1	Q6ZNJ1	NBEL2_HUMAN	NBEAL2	Neurobeachin-like protein 2	50147.7		49208.9	42965.7	26071.1	24425.4
Q6ZQX7	Q6ZQX7	LIAT1_HUMAN	LIAT1	Protein LIAT1			15431.6			
Q6ZRI6	Q6ZRI6	CO039_HUMAN	C15orf39	Uncharacterized protein C15orf39		15227.2	7011.79		12527.4	
Q6ZRP7	Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	183761	199742	185476	200698	195327	187164
Q6ZS17	Q6ZS17	RIPR1_HUMAN	RIPOR1	Rho family-interacting cell polarization regulator 1	353046	339148	341461	336050	357268	355166
Q6ZSR9	Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	54737.6	39441.7	48122.7	40359.1	42594.4	41886
Q6ZUT9	Q6ZUT9	DEN5B_HUMAN	DENND5B	DENN domain-containing protein 5B	22504.2	16302	23670.8	13545.4	12407.8	
Q6ZVK8	Q6ZVK8	NUD18_HUMAN	NUDT18	8-oxo-dGDP phosphatase NUDT18	193650	168405	197854	264712	268258	251899
Q6ZVM7	Q6ZVM7	TM1L2_HUMAN	TOM1L2	TOM1-like protein 2	38059.6				26536.8	14485.6
Q6ZW31	Q6ZW31	SYDE1_HUMAN	SYDE1	Rho GTPase-activating protein SYDE1	50041.6	28001	51931.2	21318.1	26498.9	13948.9
Q6ZW49	Q6ZW49	PAXI1_HUMAN	PAXIP1	PAX-interacting protein 1	97559	87343.2	98456.9	90440.1	92300.1	102607
Q6ZW76	Q6ZW76	ANKS3_HUMAN	ANKS3	Ankyrin repeat and SAM domain-containing protein 3	21089.8		18349.2			
Q6ZXV5	Q6ZXV5	TMTC3_HUMAN	TMTC3	Protein O-mannosyl-transferase TMTC3	56183.1	76949.5	9391.96	8302.82		40997.9
Q6ZYL4	Q6ZYL4	TF2H5_HUMAN	GTF2H5	General transcription factor IIH subunit 5	109864	64792.8	78810.2	81295.6	65669.6	81528.9
Q709C8	Q709C8	VP13C_HUMAN	VPS13C	Vacuolar protein sorting-associated protein 13C	51861.2	68211.9	56274.1	74129.8	69926.3	65058.6
Q70CQ2	Q70CQ2	UBP34_HUMAN	USP34	Ubiquitin carboxyl-terminal hydrolase 34	69695.1	89058.8	76035.5	63662.9	60022.6	65122.9
Q70CQ3	Q70CQ3	UBP30_HUMAN	USP30	Ubiquitin carboxyl-terminal hydrolase 30	65614.3	70493.3	69860.8	61457.2	62565.6	70446.2
Q70E73	Q70E73	RAPH1_HUMAN	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1	83020.8	86607.5	87473.6	110338	102311	110697
Q70J99	Q70J99	UN13D_HUMAN	UNC13D	Protein unc-13 homolog D			29409.8	19843.4		17138.7
Q70Z53	Q70Z53	F10C1_HUMAN	FRA10AC1	Protein FRA10AC1	35424.4	43128.2	52584.2	58387.9	56365.4	40863.1
Q719H9	Q719H9;Q4G0X4	KCTD1_HUMAN	KCTD1	BTB/POZ domain-containing protein KCTD1	405149	354908	362572	389360	422733	429475
Q71F56	Q71F56	MD13L_HUMAN	MED13L	Mediator of RNA polymerase II transcription subunit 13-like	45704.2	62175.4	61450.7	59101.5	45544.9	38675.5
Q71RC2	Q71RC2	LARP4_HUMAN	LARP4	La-related protein 4	202322	187282	238220	149284	142583	136990
Q71SY5	Q86YD1;Q71SY5	MED25_HUMAN	MED25	Mediator of RNA polymerase II transcription subunit 25	58017.4	42439.8	45501.1	37177.7	40646.8	57590.1
Q71U36	P0DPH8;Q71U36;Q6PEY2;P0DPH7	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	167029	125997	143982	64021.6	79619.5	69097.9
Q71UM5	Q71UM5	RS27L_HUMAN	RPS27L	40S ribosomal protein S27-like	450954	458509	381288	354977	295503	295348
Q75N03	Q75N03	HAKAI_HUMAN	CBLL1	E3 ubiquitin-protein ligase Hakai	330367	345687	348302	340694	352207	352176
Q75QN2	Q75QN2	INT8_HUMAN	INTS8	Integrator complex subunit 8	26429.3	55867	21101.7	26790.7	56314.7	55345.5
Q765P7	Q765P7	MTSS2_HUMAN	MTSS2	Protein MTSS 2	18118.5	17129.1	26161.2	5840.68	10362.5	11895.3
Q76FK4	Q76FK4	NOL8_HUMAN	NOL8	Nucleolar protein 8	17456.2	19121.2	38755.1	26472.4		8678.15
Q76L83	Q76L83	ASXL2_HUMAN	ASXL2	Putative Polycomb group protein ASXL2	26078.1	31856.3	53367.6	24308.6	34253.8	19634.5
Q7KZF4	Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	541281	585932	533905	682444	714967	694115
Q7KZN9	Q7KZN9	COX15_HUMAN	COX15	Cytochrome c oxidase assembly protein COX15 homolog	57594	50253.8	69820.5	34559.8	59369.8	68696.8
Q7L014	Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	69041.4	56171.9	61928.2	64776.6	48860.5	44045.3
Q7L0Y3	Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	145212	145514	147056	143765	136968	145722
Q7L1Q6	Q7L1Q6	BZW1_HUMAN	BZW1	Basic leucine zipper and W2 domain-containing protein 1	96362	85552.6	66078	74770.3	76016.4	76799.8
Q7L1V2	Q7L1V2	MON1B_HUMAN	MON1B	Vacuolar fusion protein MON1 homolog B	112727	93136.6	68193.7	125891	136345	156148
Q7L1W4	Q7L1W4	LRC8D_HUMAN	LRRC8D	Volume-regulated anion channel subunit LRRC8D	259444	286957	262390	330360	291785	296044
Q7L273	Q7L273	KCTD9_HUMAN	KCTD9	BTB/POZ domain-containing protein KCTD9	122479	111282	112889	113410	122758	93717.1
Q7L2E3	Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	740467	807028	772224	571794	570967	599339
Q7L2H7	Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	83195.6	120621	105597	105166	92432.2	143487
Q7L2J0	Q7L2J0	MEPCE_HUMAN	MEPCE	7SK snRNA methylphosphate capping enzyme	913865	916854	879453	848499	864270	889653
Q7L3T8	Q7L3T8	SYPM_HUMAN	PARS2	Probable proline--tRNA ligase, mitochondrial	32473.8	35283.5	33815.3	21851.9	20947.1	17287.6
Q7L4I2	Q7L4I2	RSRC2_HUMAN	RSRC2	Arginine/serine-rich coiled-coil protein 2	173906	174643	194324	223903	207570	203284
Q7L523	Q5VZM2;Q7L523	RRAGA_HUMAN	RRAGA	Ras-related GTP-binding protein A	86487.5	91203.8	101857	106545	105441	114575
Q7L576	Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	1.42702e+06	1.539e+06	1.49124e+06	1.56214e+06	1.67035e+06	1.7302e+06
Q7L592	Q7L592	NDUF7_HUMAN	NDUFAF7	Protein arginine methyltransferase NDUFAF7, mitochondrial	31929.4	18459.1	17735.1	25287.8	36008.3	
Q7L5D6	Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	331317	344755	332323	314659	300368	270153
Q7L5N1	Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	85233.9	95363.6	82796.9	105018	115945	112338
Q7L5Y9	Q7L5Y9	MAEA_HUMAN	MAEA	E3 ubiquitin-protein transferase MAEA	249854	234544	244068	270831	256185	234974
Q7L7X3	Q7L7X3	TAOK1_HUMAN	TAOK1	Serine/threonine-protein kinase TAO1	144174	151369	150580	161100	164793	164581
Q7L8L6	Q7L8L6	FAKD5_HUMAN	FASTKD5	FAST kinase domain-containing protein 5, mitochondrial	87368.5	92136.8	81005.6	60975.1	66795.2	82903.4
Q7RTS7	Q14CN4;Q3SY84;Q86Y46;Q7RTS7	K2C74_HUMAN	KRT74	Keratin, type II cytoskeletal 74			15498	21381.1	15466.9	24875
Q7RTS9	Q7RTS9	DYM_HUMAN	DYM	Dymeclin	11979.7		13476.2		7906.38	
Q7RTV0	Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	291188	254743	273008	281427	302942	264681
Q7Z2E3	Q7Z2E3	APTX_HUMAN	APTX	Aprataxin		20772.1	9531.57	11341.5	11608.5	
Q7Z2K6	Q7Z2K6	ERMP1_HUMAN	ERMP1	Endoplasmic reticulum metallopeptidase 1	51008.5	39175.5	33560.1	39628.6	36230	46096.2
Q7Z2T5	Q7Z2T5	TRM1L_HUMAN	TRMT1L	TRMT1-like protein	117936	120128	130801	117692	124598	114233
Q7Z2W4	Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	154475	157770	157843	146150	171051	154480
Q7Z2W9	Q7Z2W9	RM21_HUMAN	MRPL21	39S ribosomal protein L21, mitochondrial	46044.1	39582	38480.9	28317.8	16043.6	18150.1
Q7Z2Z2	Q7Z2Z2	EFL1_HUMAN	EFL1	Elongation factor-like GTPase 1	33854.6	35070.3	32129.8	38140.1	42672.1	53469.4
Q7Z333	Q7Z333	SETX_HUMAN	SETX	Probable helicase senataxin	12623.1			10189	15025.4	
Q7Z3B3	Q7Z3B3	KANL1_HUMAN	KANSL1	KAT8 regulatory NSL complex subunit 1	48754.1	48464.9	57756.4	44853.2	51770	62559.8
Q7Z3B4	Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	93107.8	112639	89936.5	92248.2	89013.1	86651
Q7Z3C6	Q7Z3C6	ATG9A_HUMAN	ATG9A	Autophagy-related protein 9A	62022.8	70870.6	60691.6	61540.1	67151	66569.1
Q7Z3K3	Q7Z3K3	POGZ_HUMAN	POGZ	Pogo transposable element with ZNF domain	36025.9	28986.2	37795.4	42912.8	30965.3	43999.3
Q7Z3K6	Q7Z3K6	MIER3_HUMAN	MIER3	Mesoderm induction early response protein 3	36132.3	14794.4	10574.5	15656.3		23493.7
Q7Z3T8	Q7Z3T8	ZFY16_HUMAN	ZFYVE16	Zinc finger FYVE domain-containing protein 16	68159.2	59564	60908.8	60439.8	66430.4	60920.9
Q7Z3U7	Q7Z3U7	MON2_HUMAN	MON2	Protein MON2 homolog	27778.7	55712.2	60161.2	25558.2	35081	36366.8
Q7Z417	Q7Z417	NUFP2_HUMAN	NUFIP2	Nuclear fragile X mental retardation-interacting protein 2	722023	714022	800645	890006	887493	859045
Q7Z434	Q7Z434	MAVS_HUMAN	MAVS	Mitochondrial antiviral-signaling protein	42616.4	46138.8	23580.5	39878.1	39934.9	26193
Q7Z460	Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	133457	111144	122102	107092	126751	144385
Q7Z478	Q7Z478	DHX29_HUMAN	DHX29	ATP-dependent RNA helicase DHX29	26852.2	31126.2	32499.2	37784.1	41911.9	31552.2
Q7Z4G4	Q7Z4G4	TRM11_HUMAN	TRMT11	tRNA (guanine(10)-N2)-methyltransferase homolog	179778	160807	194106	240299	231646	264180
Q7Z4H3	Q7Z4H3	HDDC2_HUMAN	HDDC2	5'-deoxynucleotidase HDDC2	16038.4	28563.7	26385	15133.5	30437.8	28706.8
Q7Z4H7	Q7Z4H7	HAUS6_HUMAN	HAUS6	HAUS augmin-like complex subunit 6	42683.9	57238.3	42082.4	31274.1	30478.6	31501.6
Q7Z4H8	Q7Z4H8	PLGT3_HUMAN	POGLUT3	Protein O-glucosyltransferase 3		13299.6		9405.66	12506.3	12276.6
Q7Z4Q2	Q7Z4Q2	HEAT3_HUMAN	HEATR3	HEAT repeat-containing protein 3	102591	46932.7	73762.5	56923.3	49177	55321.1
Q7Z4V5	Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2		19772				
Q7Z569	Q7Z569	BRAP_HUMAN	BRAP	BRCA1-associated protein	51314.5	38963.8	26986.3	39412.2	48239.2	43688.3
Q7Z589	Q7Z589	EMSY_HUMAN	EMSY	BRCA2-interacting transcriptional repressor EMSY	105182	87292.9	59417.8	74982.9	84657.5	81566.6
Q7Z5H4	Q7Z5H4	VN1R5_HUMAN	VN1R5	Vomeronasal type-1 receptor 5	17628	14676.7		19200	11151.5	9930.84
Q7Z5J4	Q7Z5J4	RAI1_HUMAN	RAI1	Retinoic acid-induced protein 1	116442	120623	124521	80333.3	90922.7	88577.7
Q7Z5K2	Q7Z5K2	WAPL_HUMAN	WAPL	Wings apart-like protein homolog	224363	234015	234357	206250	213145	204651
Q7Z5L9	Q7Z5L9	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2	315414	303314	288458	310164	310383	302422
Q7Z5U6	Q7Z5U6	WDR53_HUMAN	WDR53	WD repeat-containing protein 53	37603.7	33440	25418.5	43843.7	54719	45993.2
Q7Z5W3	Q7Z5W3	BN3D2_HUMAN	BCDIN3D	RNA 5'-monophosphate methyltransferase	106053	122612	102095	96366.8	124052	95197.4
Q7Z6B0	Q7Z6B0	CCD91_HUMAN	CCDC91	Coiled-coil domain-containing protein 91	38548.6	18857.6		44894.2	25941.9	22809.6
Q7Z6B7	Q7Z6B7	SRGP1_HUMAN	SRGAP1	SLIT-ROBO Rho GTPase-activating protein 1	128873	99524.6	123632	106225	93552.7	79779.8
Q7Z6E9	Q7Z6E9	RBBP6_HUMAN	RBBP6	E3 ubiquitin-protein ligase RBBP6	372753	347549	385997	346983	323634	330116
Q7Z6I8	Q7Z6I8	CE024_HUMAN	C5orf24	UPF0461 protein C5orf24			33504.5	20893.3	27472.5	23024.1
Q7Z6J9	Q7Z6J9	SEN54_HUMAN	TSEN54	tRNA-splicing endonuclease subunit Sen54	141224	124177	158034	154237	145667	131264
Q7Z6M1	Q7Z6M1	RABEK_HUMAN	RABEPK	Rab9 effector protein with kelch motifs	61443.7	50455.3	47739.8	69159.1	70732.2	72770.9
